date,x
22 Oct 2022,5.689704837
23 Oct 2022,5.098428587
24 Oct 2022,4.013202826
25 Oct 2022,5.119462226
26 Oct 2022,4.733805219
27 Oct 2022,3.941240497
28 Oct 2022,1.990670046
29 Oct 2022,0.558926558
30 Oct 2022,0.076214708
31 Oct 2022,-0.215954964
1 Nov 2022,-0.295785894
2 Nov 2022,-0.603534865
3 Nov 2022,-0.443114902
4 Nov 2022,1.595454039
5 Nov 2022,3.656163132
6 Nov 2022,4.081892413
7 Nov 2022,4.698972318
8 Nov 2022,3.755063617
9 Nov 2022,2.152999256
10 Nov 2022,0.907086888
11 Nov 2022,0.090510144
12 Nov 2022,0.208914954
13 Nov 2022,0.569680719
14 Nov 2022,1.451335863
15 Nov 2022,-0.676115939
16 Nov 2022,-2.491104568
17 Nov 2022,-2.761809399
18 Nov 2022,-1.876668811
19 Nov 2022,-1.405154298
20 Nov 2022,-1.324724231
21 Nov 2022,-0.649183834
22 Nov 2022,0.100087185
23 Nov 2022,2.793845676
24 Nov 2022,2.860563728
25 Nov 2022,1.621979844
26 Nov 2022,1.593201719
27 Nov 2022,1.248765406
28 Nov 2022,1.707510503
29 Nov 2022,0.641010844
30 Nov 2022,0.27684421
1 Dec 2022,-0.631115955
2 Dec 2022,-1.029780731
3 Dec 2022,0.216521405
4 Dec 2022,0.850839837
5 Dec 2022,-0.962832517
6 Dec 2022,-1.945555504
7 Dec 2022,-1.181191449
8 Dec 2022,-0.959444887
9 Dec 2022,-1.770249267
10 Dec 2022,-2.228231462
11 Dec 2022,-1.714302276
12 Dec 2022,-0.87108144
13 Dec 2022,0.401475553
14 Dec 2022,1.638823889
15 Dec 2022,0.811630061
16 Dec 2022,-0.538593599
17 Dec 2022,-0.668107027
18 Dec 2022,1.082244116
19 Dec 2022,1.947863335
20 Dec 2022,0.378738505
21 Dec 2022,-1.392348358
22 Dec 2022,-2.525224592
23 Dec 2022,-3.585808666
24 Dec 2022,-3.35808967
25 Dec 2022,-3.501306033
26 Dec 2022,-1.087910826
27 Dec 2022,-0.201001811
28 Dec 2022,0.044992185
29 Dec 2022,-2.009774523
30 Dec 2022,-0.441755459
31 Dec 2022,1.175500911
1 Jan 2023,1.88400629
2 Jan 2023,1.134375156
3 Jan 2023,-0.98717581
4 Jan 2023,-1.247565753
5 Jan 2023,-0.624961525
6 Jan 2023,0.102348228
7 Jan 2023,-0.526687992
8 Jan 2023,-1.064028059
9 Jan 2023,-0.707401686
10 Jan 2023,0.942325499
11 Jan 2023,0.008785103
12 Jan 2023,-0.946706601
13 Jan 2023,-3.262288976
14 Jan 2023,-3.962051234
15 Jan 2023,-3.119307053
16 Jan 2023,-1.54815747
17 Jan 2023,-3.247996913
