Status,age,income,OpenCredit_Lines_and_loans,loan_type,loan_amount,term,property_value,loan_limit,approv_in_adv,LTV,dtir1
1,77,12000,3,4,0,360,348000,1,0,76.58045977,3396
1,55,61387,3,2,8772,360,408000,1,0,77.57352941,0.419834903
1,58,12300,1,3,7841.76,360,458000,1,0,80.02183406,0.411627
1,41,5100,1,1,3519,360,478000,1,0,78.76569038,0.398435236
1,46,4980,2,1,5883.36,312,498000,1,0,73.59437751,0.143352401
1,48,6660,2,2,3621,264,478000,0,0,57.84518828,0.662348634
1,45,12480,2,1,0,180,478000,1,0,66.21338912,3688
1,47,550948,3,1,4182,360,478000,1,0,97.59414226,0.356742258
1,45,14820,1,0,3615.9,360,3508000,0,0,13.01311288,0.010434292
1,54,4200,1,2,9686.94,360,168000,1,1,87.20238095,0.457991156
1,39,5760,2,2,9774.66,360,488000,1,1,58.70901639,0.273372287
1,56,1680,3,2,6487.2,360,208000,1,0,70.43269231,0.620028297
1,63,7560,3,2,0,360,658000,0,0,49.62006079,2642
1,35,4740,2,0,4187.1,360,308000,1,0,89.77272727,0.35703848
1,50,4920,2,3,9129,360,588000,1,0,57.22789116,0.395486538
1,53,14400,2,1,14025,360,358000,1,0,46.50837989,0.139408043
1,61,3780,2,1,10822.2,360,9634201,1,0,3689,0.153614174
1,54,6840,3,2,5100,360,588000,1,0,98.04421769,0.513497301
1,80,4440,1,1,3015.12,360,498000,1,0,65.562249,0.679404802
1,35,37080,1,3,5610,360,1158000,1,0,29.05872193,0.348663879
1,60,8100,2,1,6902.34,360,1008000,1,1,43.30357143,0.272606383
1,48,10440,2,1,306,360,808000,0,0,60.21039604,3.544850498
1,70,9180,2,1,0,360,998000,1,0,58.76753507,4611
1,38,15540,2,0,0,360,578000,1,0,85.89965398,461
1,39,7440,1,0,7140,360,338000,0,0,78.84615385,0.082702471
1,50,6240,1,1,3468,180,238000,1,1,90.96638655,0.32490444
1,32,4380,1,2,1360.68,360,308000,1,0,83.27922078,1.471910112
1,71,12480,1,2,9251.4,360,928000,1,0,52.42456897,0.760886341
1,46,1980,2,2,0,360,138000,1,0,84.42028986,2588
1,55,0,2,0,3655.68,360,408000,1,0,94.73039216,0.094281729
0,65,45079,2,0,0,360,208000,1,0,75.24038462,209
1,74,3900,1,1,6120,360,308000,1,0,86.52597403,0.569571738
1,69,6420,1,1,6110.82,180,358000,1,0,71.64804469,0.091455274
1,57,11220,3,1,11513.76,180,498000,1,0,69.57831325,0.176809283
1,73,2700,1,1,4794,240,368000,1,0,58.83152174,0.183152521
1,34,9480,2,1,6038.4,300,8435401,1,0,5973,0.288971458
1,75,6840,3,1,5125.5,360,568000,1,1,94.45422535,0.537803422
1,46,10200,2,2,9853.2,360,998000,1,0,35.72144289,0.365490115
1,63,5760,1,1,12667.38,360,238000,1,0,82.56302521,0.347584541
1,56,2400,2,2,0,360,238000,1,0,82.56302521,1989
1,48,8100,1,0,7661.22,360,538000,1,1,90.42750929,0.01557508
1,42,4140,1,1,4511.46,360,188000,1,0,93.88297872,0.504520796
1,60,2820,3,0,12324.66,360,298000,1,0,79.36241611,0.102946044
1,34,5760,3,0,3570,360,328000,1,0,75.15243902,0.154527278
1,58,16320,3,3,6120,360,6760320,1,0,2225,0.701716381
1,81,6180,1,0,5611.02,360,498000,0,0,95.68273092,0.009632861
1,58,4560,3,1,0,240,368000,1,0,69.70108696,2756
1,41,5220,1,0,2740.74,360,408000,1,0,75.12254902,0.234747024
1,48,363129,3,1,4936.8,360,228000,1,0,90.57017544,0.369964883
1,72,5100,1,2,6120,360,318000,1,0,64.93710692,0.64455924
1,50,4680,3,1,5694.66,360,548000,1,1,59.58029197,0.302471347
1,75,16200,1,1,6441.3,360,938000,1,0,57.19616205,0.312856238
1,70,6120,1,1,5882.34,360,578000,1,0,85.89965398,0.391643551
1,57,4200,3,2,7650,204,238000,1,0,74.15966387,0.411145181
1,63,4260,1,2,9094.32,360,238000,1,0,99.3697479,0.333408097
1,35,10860,1,2,8976,360,1846203,1,1,4076,0.330303375
1,25,4380,1,0,2652,324,458000,1,0,71.28820961,0.255670896
1,27,3960,3,0,2958,360,258000,1,0,99.41860465,0.07549121
1,35,3300,1,2,4284,180,238000,1,0,74.15966387,0.442275649
0,61,5160,1,3,6120,360,478000,1,0,78.76569038,0.452591235
1,66,3660,2,1,5508,360,468000,1,0,69.76495726,0.389002037
1,70,3120,3,1,8200.8,360,418000,1,0,61.36363636,0.170501181
1,48,20700,3,1,7140,180,1458000,0,0,68.34705075,0.238537352
1,46,7440,2,0,0,360,608000,1,0,84.95065789,0
1,55,9000,1,2,2346,360,708000,1,0,80.01412429,1.383746197
1,46,131870,1,0,5610,360,798000,0,0,94.79949875,0.063988366
1,75,3900,2,1,5100,324,908000,1,0,48.07268722,0.474305139
1,61,14820,2,3,6644.28,180,518000,1,0,82.33590734,0.506369916
1,76,4500,2,1,3315,360,268000,1,1,80.78358209,0.615502922
1,76,6540,3,2,4080,360,578000,1,0,66.86851211,0.686578355
1,41,6600,3,0,11049.66,360,658000,1,0,69.3768997,0.034705557
1,53,7020,3,1,3738.3,360,488000,1,0,97.64344262,0.375068194
1,51,11220,2,0,4284,360,6595318,1,0,6150,0.001190193
0,45,6060,1,2,10200,240,208000,1,0,70.43269231,0.578342166
1,55,12420,3,2,13520.1,360,478000,1,0,95.50209205,0.282060954
1,61,10620,2,1,10029.66,360,938000,1,0,71.0554371,0.131991051
1,49,5940,1,2,5524.32,360,198000,1,0,99.24242424,0.348347794
1,46,5580,2,2,6375,360,578000,1,1,70.32871972,0.497200448
1,40,10920,3,0,4290.12,360,1288000,0,1,79.69720497,0.003327787
1,53,6600,3,3,0,180,358000,1,0,82.82122905,5392
1,72,2100,1,0,1699.32,360,148000,0,0,51.68918919,0.061187762
1,82,434019,2,1,7893.78,360,248000,1,1,95.36290323,0.18372093
1,60,6900,3,2,4341.12,360,528000,1,0,56.15530303,0.235611933
1,64,0,2,2,7360.32,360,7743121,1,0,1194,0.56006651
1,86,1080,2,0,3060,360,88000,1,0,64.20454545,0.745751416
1,61,379445,1,2,5708.94,360,358000,1,0,93.99441341,0.75223294
1,67,7140,2,3,11847.3,360,708000,1,0,47.52824859,0.379046143
1,46,4860,2,4,13107,360,258000,1,0,80.03875969,0.267994709
1,68,4860,2,0,8513.94,360,368000,1,0,86.00543478,0.097029229
1,38,10500,1,0,2464.32,360,638000,1,0,84.09090909,0.250724038
1,70,1560,3,0,3061.02,360,148000,1,0,58.44594595,0.032644903
1,65,4860,3,2,1.02,240,438000,1,0,58.56164384,3050.5
1,52,10980,1,2,0,360,858000,1,0,80.01165501,4012
1,71,4140,1,1,2889.66,360,15072490,1,1,2980,0.067395907
1,63,10080,1,1,6991.08,360,5665566,0,0,2101,0.321371262
1,41,4980,3,0,1.02,360,88000,1,0,98.29545455,2
1,37,85693,1,1,4419.66,360,488000,1,0,83.29918033,0.182279649
1,44,3840,1,0,0,180,618000,1,0,35.03236246,1420
1,47,2640,3,2,20400,360,178000,1,0,82.30337079,0.15339233
1,57,5460,2,3,12634.74,360,488000,1,0,93.54508197,0.153132063
1,51,3300,3,3,11900.34,360,5364857,0,0,4393,0.352416867
1,27,125379,3,0,0,360,508000,1,0,91.83070866,246
1,78,4500,1,0,4442.1,360,288000,1,0,78.64583333,0.001147842
1,49,5640,2,2,6870.72,360,188000,1,0,93.88297872,0.450497254
1,51,4440,1,1,6120,360,4182383,1,0,3782,0.443259457
1,63,9540,2,2,4753.2,360,568000,0,0,73.32746479,0.87577773
1,72,7260,2,0,2040,360,488000,1,1,73.05327869,0.018990505
1,49,2940,3,1,2575.5,360,118000,1,0,115.6779661,0.435075218
1,48,9420,3,2,10506,360,958000,1,0,66.44050104,0.29269003
1,67,6780,1,3,10879.32,360,578000,1,0,56.48788927,0.352395238
1,35,4260,1,1,10200,360,268000,1,0,73.32089552,0.137086291
1,73,5640,3,1,23205,360,668000,1,0,36.9011976,0.223990154
1,88,4500,1,0,0,240,208000,1,0,75.24038462,11
1,78,146459,3,0,0,360,1228000,0,0,68.93322476,136
1,38,10980,1,0,2450.04,360,858000,0,0,68.35664336,0.20474407
1,60,6960,2,0,10710,360,418000,1,0,87.67942584,0.001809351
1,49,2400,3,1,3060,240,218000,1,0,48.85321101,0.419526824
1,52,28140,1,2,16116,360,608000,1,0,75.08223684,0.112461237
1,62,9720,2,0,6528,360,458000,0,1,86.5720524,0.266364631
1,29,3120,3,0,779.28,360,378000,1,0,70.5026455,1.233986928
1,75,7260,3,0,2448,360,288000,1,0,96.00694444,0.257392753
0,51,3360,2,2,6936,324,238000,1,0,69.95798319,0.473606823
1,59,312969,2,1,0,300,128000,1,0,98.828125,3061
1,78,52027,2,1,6262.8,360,448000,1,1,95.20089286,0.390001628
1,56,4680,3,2,17298.18,360,618000,1,0,62.54045307,0.246757075
1,65,13440,2,0,0,360,738000,1,0,88.95663957,4
1,55,4380,1,0,0,360,338000,1,0,78.84615385,32
1,63,4140,3,1,3060,360,328000,1,0,75.15243902,0.64745085
1,94,5100,2,0,0,360,188000,1,1,77.92553191,0
1,76,10260,1,1,2958,360,778000,1,0,77.9562982,0.429851775
1,62,2160,3,1,0,360,188000,0,0,61.96808511,1604
1,68,1320,2,1,2550,360,778000,1,0,7.262210797,0.387045182
1,41,5400,3,2,9741,360,448000,1,0,68.41517857,0.454716784
1,43,4740,3,0,1938,360,388000,1,1,97.03608247,0.210415571
1,56,2640,1,0,2142,360,318000,1,0,80.66037736,0.000475964
1,39,1440,1,2,2550,180,98000,1,1,88.26530612,1.073170732
1,65,2820,3,1,0,360,508000,1,0,56.3976378,6840
1,67,8940,3,1,2958,360,828000,1,0,72.0410628,0.350568769
1,33,112735,2,0,3060,360,288000,0,0,89.0625,0.244585138
1,70,5400,1,2,10958.88,180,208000,1,0,75.24038462,0.168078176
1,61,7560,1,0,4879.68,360,658000,1,0,49.62006079,0.045350052
1,70,193728,3,3,8976,360,498000,1,0,73.59437751,0.530167026
1,50,5520,2,1,9647.16,360,288000,1,0,68.22916667,0.225393805
1,46,5280,2,0,7344,180,268000,1,0,69.58955224,0.12192751
0,32,6480,3,0,4080,360,698000,1,0,75.42979943,0
1,38,2760,2,3,10029.66,360,338000,1,0,52.21893491,0.583994305
1,65,4320,2,1,0,180,248000,1,0,59.07258065,3982
1,48,4860,3,2,11061.9,240,388000,1,0,58.37628866,0.592937488
1,41,2940,3,0,10539.66,360,258000,1,0,52.90697674,0.203599768
1,64,1980,1,1,4284,360,228000,1,0,64.25438596,0.252558915
1,32,7260,1,0,1224,360,1313907,0,0,3047,0.356369692
0,72,5220,2,1,6426,360,438000,1,0,85.95890411,0.310109506
1,41,5940,3,1,9588,360,568000,1,1,62.76408451,0.122008297
1,46,3300,3,2,10200,180,578000,1,0,21.88581315,0.903709629
1,75,20100,1,1,5499.84,360,14905363,1,0,6043,0.242351196
1,38,399435,3,2,3060,360,358000,1,0,66.06145251,0.711762746
1,42,7920,3,0,3774,360,538000,1,0,84.85130112,0.171305053
1,53,2280,3,1,2065.5,360,168000,1,0,99.10714286,1.047877591
1,43,9120,2,1,0,360,508000,1,0,97.73622047,1804
1,73,3600,2,0,4018.8,360,358000,1,0,74.44134078,0.146409541
1,52,8220,3,2,17748,360,658000,1,0,73.93617021,0.295615195
1,52,1980,2,1,76500,360,458000,1,0,53.8209607,0.025212997
1,42,5400,2,1,3825,360,368000,1,0,94.1576087,0.840042655
1,38,9360,2,1,6324,360,528000,1,0,88.35227273,0.193033382
1,56,7320,2,1,7446,360,9491133,1,0,6450,0.404465142
1,28,5100,3,0,3060,360,318000,1,1,96.3836478,0.011996001
1,62,12000,1,1,2009.4,360,1008000,1,0,56.20039683,0.457635718
1,40,8280,3,0,4966.38,360,828000,1,0,55.13285024,0.319096509
1,60,329460,3,0,0,360,1358000,0,0,56.44329897,12
1,44,6300,1,1,5100,360,508000,1,0,83.95669291,0.432713457
1,58,7500,2,3,9320.76,180,858000,1,0,46.21212121,0.824707298
1,52,3780,1,1,6375,360,148000,1,0,78.71621622,0.251159814
1,58,4140,1,0,0,360,198000,1,0,84.09090909,1247
1,53,14580,2,2,15759,360,548000,1,0,79.65328467,0.479839493
1,30,1740,3,0,4080,360,78000,1,0,72.43589744,0.2031992
1,50,7800,3,2,8160,360,998000,1,0,48.74749499,0.266341707
1,52,6300,1,3,18360,180,308000,1,0,50.81168831,0.493028165
1,27,3480,2,0,459,360,138000,1,1,84.42028986,0.044345898
1,75,14880,3,2,7989.66,180,388000,1,0,66.10824742,0.147051315
1,71,8640,1,0,10624.32,180,238000,1,0,78.36134454,0.004127868
1,50,2760,2,1,0,180,118000,1,0,73.30508475,2114
1,54,9300,3,2,6905.4,360,598000,1,0,79.68227425,0.269384138
0,41,8640,3,0,7939.68,360,588000,1,0,65.73129252,0.100192678
1,41,8460,2,2,9774.66,360,518000,1,0,93.91891892,0.361122705
1,37,2220,2,1,2448,360,558000,1,1,74.64157706,0.395668471
1,42,2940,2,1,6936,360,368000,1,0,42.52717391,0.567857668
0,47,2520,1,1,5100,360,158000,1,0,73.73417722,0.5104979
0,63,2820,3,3,7548,180,158000,1,0,80.06329114,0.722875287
1,52,4500,3,0,4202.4,360,438000,1,0,95.0913242,0.589420044
1,60,4620,3,1,1275,360,338000,1,0,72.92899408,0.720223821
1,59,5040,1,1,910.86,180,328000,1,1,26.37195122,1.236017897
1,95,3420,2,0,2550,360,508000,1,0,46.55511811,0
1,65,6960,2,1,18207,360,528000,1,0,76.98863636,0.17130693
1,37,15060,3,0,10782.42,360,12042471,1,0,6288,0.085981839
1,61,10020,1,2,4080,360,578000,1,0,75.51903114,0.958510372
1,62,423152,3,2,12579.66,360,318000,1,0,102.672956,0.313928977
1,55,2460,1,0,4137.12,180,168000,1,0,63.39285714,0.190534878
1,35,2880,3,2,1815.6,360,458000,1,0,56.00436681,1.253790006
1,44,8100,2,1,2611.2,360,608000,1,0,78.37171053,0.689183913
1,56,8760,2,1,0,360,1248000,0,1,63.82211538,1608
1,83,3120,3,0,0,360,298000,1,0,55.87248322,1
1,64,11460,2,0,4386,360,1068000,1,0,61.47003745,0.200883515
1,42,5460,2,1,2550,360,918000,1,1,43.19172113,1.019592163
1,43,13020,2,1,10161.24,180,158000,1,0,67.40506329,0.240991669
1,46,5460,3,2,0,360,328000,1,0,75.15243902,4348
1,35,6300,3,2,5949.66,360,7534789,1,1,6662,0.301165581
1,95,33060,3,0,0,360,418000,1,0,73.32535885,0
1,54,12660,2,3,12021.72,360,1308000,1,0,30.31345566,0.252820904
1,36,18540,2,2,6734.04,240,658000,1,0,54.17933131,0.273209147
1,52,1920,2,1,10710,360,138000,1,0,69.92753623,0.084849062
1,77,6360,1,0,0,360,338000,1,0,75.88757396,15
1,51,7200,2,2,27540,180,338000,1,1,61.09467456,0.129884078
1,61,5160,1,1,730.32,360,618000,1,1,70.63106796,1.186889819
1,67,8340,2,2,4666.5,180,658000,1,0,19.22492401,0.314685315
1,76,13740,3,1,5436.6,180,3658000,1,0,8.652268999,0.261114237
1,68,3180,2,0,2394.96,360,278000,1,0,95.86330935,0.007662835
1,67,15480,1,2,14873.64,180,628000,1,0,61.54458599,0.171569636
1,66,3360,2,1,0,360,608000,1,0,58.63486842,1205
1,64,5460,3,1,1511.64,180,7742874,1,0,843,1.236008092
1,58,15000,3,2,9180,360,8375167,0,1,6274,0.273525164
1,56,7500,1,1,3399.66,360,728000,1,0,79.18956044,0.421115777
1,56,4980,2,1,0,360,368000,1,0,96.875,3956
1,82,2460,3,0,0,180,1463754,1,0,4007,178
0,31,4860,1,0,0,360,978000,1,1,29.29447853,412
1,54,9720,2,2,11934,360,708000,0,0,92.7259887,0.548414665
1,39,8760,3,1,11049.66,180,528000,1,1,80.77651515,0.403082887
0,33,5100,3,2,2448,360,288000,1,0,92.53472222,0.482299042
1,35,4200,2,2,10506,360,298000,1,0,96.1409396,0.135326667
1,55,8580,1,1,7682.64,360,858000,1,0,53.20512821,0.265365724
1,45,2760,3,1,3779.1,360,188000,1,0,67.28723404,0.442795467
1,52,23280,3,2,58140,360,2498000,0,0,59.50760608,0.033911686
1,51,338682,3,1,4401.3,360,238000,1,0,78.36134454,0.427479147
1,77,6900,3,1,4794,360,848000,0,0,59.72877358,0.208891725
1,66,7800,3,3,17340,360,2023345,1,1,86,0.555379095
1,48,6960,1,0,4110.6,360,318000,1,1,96.3836478,0
1,49,8280,3,2,3994.32,180,428000,1,0,69.27570093,0.242021956
1,44,3180,2,1,3399.66,180,1358942,1,0,3023,0.397120576
1,81,221959,2,1,0,360,518000,1,0,95.84942085,658
1,79,6180,2,0,3399.66,180,628000,1,0,82.24522293,0.00629874
1,36,8520,1,2,6377.04,360,678000,1,1,71.75516224,0.449544219
1,73,9120,3,0,10710,360,1678000,0,0,45.08343266,0.05666127
1,40,8040,2,2,5779.32,360,548000,1,0,88.77737226,0.536262573
0,60,9960,3,1,4590,360,14225841,1,0,4659,0.286602977
1,37,13260,3,0,10200,180,108000,1,1,70.83333333,0.00169983
1,43,10920,2,2,6459.66,360,738000,1,0,74.05149051,0.378118093
1,52,9960,3,1,10369.32,360,398000,1,0,102.1356784,0.368545294
0,24,4680,2,0,3060,360,468000,1,0,65.49145299,0.109630123
1,54,577838,1,1,0,360,268000,1,0,95.70895522,2675
1,71,126436,3,1,16473,360,868000,0,0,87.15437788,0.28889852
0,28,9240,1,0,4080,360,698000,1,0,66.83381089,0.354411397
1,53,8820,1,0,0,360,748000,1,0,48.9973262,979
1,50,4920,3,1,0,360,668000,1,0,74.32634731,2124
1,54,16440,1,1,11899.32,360,568000,1,0,80.36971831,0.17356647
1,48,8700,3,1,3080.4,360,538000,1,0,79.27509294,0.722608408
1,32,3540,3,2,4908.24,180,238000,1,0,82.56302521,0.492624143
1,45,9720,2,0,7224.66,360,818000,1,0,59.47432763,0.061970638
1,51,5880,1,1,9486,180,268000,1,0,69.58955224,0.365767122
1,26,12120,2,0,0,360,898000,1,0,76.44766147,580
1,54,3720,1,2,6966.6,360,1668000,1,0,24.3705036,0.477528912
1,62,7200,2,2,12337.92,360,608000,1,0,53.70065789,0.335124411
1,86,6600,2,0,7994.76,360,328000,1,0,59.90853659,0.080112259
1,54,2400,3,3,7607.16,360,198000,1,0,73.98989899,0.440407561
1,29,6660,1,0,816,360,988000,1,1,69.48380567,0
1,48,3600,3,2,8499.66,360,268000,1,0,80.78358209,0.416486681
1,58,7980,1,2,0,360,488000,1,1,77.15163934,6113
1,66,5160,2,0,12189,360,408000,1,0,65.31862745,0.005940925
1,67,319757,1,0,10200,360,628000,1,0,99.7611465,0.0049995
1,29,9060,1,0,2876.4,360,9886810,1,0,3966,0.332506203
1,37,2760,2,1,10947.66,360,378000,1,0,73.14814815,0.432737097
1,45,4620,1,2,9180,360,218000,1,1,90.13761468,0.481168759
1,53,4140,2,0,3906.6,360,208000,1,0,89.66346154,0.936831115
1,57,5160,1,0,1634.04,360,13932514,1,1,1192,0.335620711
1,66,12420,1,1,4869.48,360,248000,1,0,83.26612903,0.315811518
1,88,3540,1,0,5714.04,360,5634011,1,0,3248,0.015705872
1,65,6960,1,2,4504.32,360,508000,1,0,58.36614173,0.475209418
1,34,3120,1,1,4523.7,360,648000,1,0,31.86728395,0.293958521
1,48,3540,1,1,6018,180,538000,1,0,40.24163569,0.406202339
1,65,560056,2,2,73389,360,208000,1,0,94.47115385,0.026212283
1,47,6900,3,0,5916,180,328000,1,0,72.10365854,0.068091708
0,41,470999,3,0,0,360,358000,1,0,71.64804469,453
1,33,8400,2,1,6324,360,568000,1,0,80.36971831,0.479922593
1,47,4020,3,2,4590,360,6740789,1,0,685,0.379026883
1,68,5760,3,0,0,360,258000,0,0,80.03875969,30
1,54,5280,2,2,7140,360,498000,1,0,93.6746988,0.373375232
0,44,554175,3,2,5661,360,278000,1,0,95.86330935,0.278148081
1,58,2880,3,0,13013.16,360,268000,1,0,84.51492537,0.167019359
1,39,1500,3,0,2040,360,148000,1,0,78.71621622,0.092953523
1,59,7260,2,1,7431.72,360,418000,1,0,78.11004785,0.55921504
1,50,47160,2,2,0,360,2158000,0,0,68.88322521,2663
1,63,2280,1,2,4998,360,11090903,0,0,5754,0.532340339
1,81,1080,3,0,6799.32,360,138000,1,0,77.17391304,0.00659967
0,39,5100,1,1,9349.32,360,818000,1,0,59.47432763,0.304461656
1,66,1800,1,1,5643.66,360,148000,0,1,78.71621622,0.483375497
1,46,5220,2,1,6375,360,218000,1,0,90.13761468,0.243321069
1,40,8280,2,0,3570,360,748000,1,0,79.7459893,0.069694373
1,84,5160,1,0,2328.66,360,358000,1,0,99.58100559,0
1,86,5580,3,1,2040,360,358000,1,0,63.26815642,0.649175412
1,67,8340,3,2,404.94,360,1508000,1,0,48.17639257,2.35678392
1,75,4680,1,0,6120,360,698000,1,0,55.37249284,0.031494751
1,68,16080,2,0,9839.94,360,548000,1,1,68.70437956,0.006529851
1,43,8220,3,2,10200,180,148000,1,0,78.71621622,0.912908709
1,70,18660,2,1,8823,360,548000,1,0,85.12773723,0.086463993
1,62,2700,2,1,11192.46,360,308000,1,0,60.55194805,0.409786769
1,35,8520,3,1,3264,180,348000,1,0,62.21264368,0.684473602
1,53,3660,3,0,4228.92,360,358000,1,0,74.44134078,0.176030866
1,34,5820,3,2,16483.2,240,788000,1,1,57.93147208,0.320957862
1,70,6600,3,2,4900.08,360,4045358,1,0,7632,0.661394381
1,91,3240,3,0,0,180,138000,1,0,77.17391304,39
1,40,5760,1,2,5481.48,360,608000,1,0,88.24013158,0.477395349
1,60,9060,2,4,10412.16,360,588000,1,0,81.03741497,0.299245764
1,53,12180,2,1,3570,360,758000,1,0,58.90501319,0.399885747
1,74,5520,2,0,1122,360,438000,1,1,47.14611872,0.462306994
1,53,7140,3,0,2244,360,1008000,1,0,55.20833333,0.024534303
1,79,2940,3,0,5304,360,16421242,0,0,2650,0.008844453
1,72,2220,2,1,2040,360,258000,1,0,56.78294574,0.365817091
1,50,3960,3,2,6120,360,578000,1,0,18.42560554,0.842859523
1,57,5400,3,2,7734.66,360,738000,0,0,67.27642276,0.207278481
1,63,11040,1,0,6120,360,868000,1,0,59.50460829,0
1,43,3000,2,2,9945,360,208000,1,1,94.47115385,0.248179674
1,58,1560,3,1,9180,360,14670568,1,0,1841,0.260971003
1,49,5040,1,1,4747.08,360,10684567,1,0,3148,0.561976369
1,65,6180,2,1,12036,240,428000,1,1,80.95794393,0.333615795
1,80,8280,3,0,8499.66,360,6900424,1,0,6101,0.011399088
1,63,2040,3,0,1699.32,360,168000,1,0,87.20238095,0.044991002
1,64,13380,1,1,0,360,878000,1,0,58.82687927,1402
1,51,4980,2,1,4794,360,4575108,1,0,1963,0.356094448
1,67,540,3,1,0,360,158000,1,0,67.40506329,1389
1,66,2100,3,1,4081.02,360,558000,1,0,69.26523297,0.343578211
1,32,4200,1,0,2468.4,360,398000,0,0,99.62311558,0.156959934
1,61,2280,1,1,16149.66,360,278000,1,0,74.28057554,0.273714791
1,82,6360,1,0,0,360,588000,1,0,89.54081633,58
1,67,260829,2,1,0,360,368000,0,0,77.85326087,1404
1,56,266439,1,2,0,360,378000,1,0,89.02116402,2543
1,61,3240,2,1,6528,240,208000,1,0,65.625,0.586002187
1,56,9000,3,1,3086.52,180,258000,1,0,76.1627907,0.409646515
1,41,4440,1,0,4929.66,324,298000,1,0,69.29530201,0.02709971
1,73,9180,1,0,0,360,558000,1,0,80.01792115,220
1,67,9960,2,2,0,360,428000,1,0,92.64018692,2087
1,28,4800,2,0,40.8,360,328000,1,0,75.15243902,0.268292683
1,32,3720,1,0,8499.66,360,248000,1,0,71.16935484,0.361051116
1,23,2580,2,0,306,360,238000,1,1,99.3697479,0
1,39,5520,2,1,1224,360,268000,1,0,88.24626866,0.683597002
1,68,7140,2,0,0,360,708000,1,0,46.11581921,69
1,59,12660,2,1,3126.3,360,6758135,1,1,3941,0.5456621
1,61,6600,2,1,5610,360,278000,1,1,77.87769784,0.410652609
1,48,4260,1,1,6222,324,238000,1,0,69.95798319,0.674643501
1,59,3720,1,1,0,360,13280673,1,0,3527,3142
0,48,2520,1,3,3739.32,360,228000,1,1,33.55263158,1.431960731
1,59,2700,2,0,0,360,208000,1,0,75.24038462,38
1,26,10500,1,0,1836,360,528000,1,0,59.94318182,0.038312049
1,46,3780,3,1,8262,360,478000,1,0,68.30543933,0.323910628
1,65,8760,1,1,6120,360,10559335,1,0,1292,0.438426929
1,42,8160,3,1,2259.3,360,738000,1,0,18.49593496,0.82400722
1,45,13440,2,1,16999.32,360,748000,1,0,79.7459893,0.072658547
1,64,5880,2,0,6375,360,508000,1,1,66.24015748,0.159654455
0,49,900,2,1,5202,360,198000,1,0,28.53535354,0.135659675
1,38,4680,2,1,6157.74,360,418000,1,1,80.50239234,0.328088771
1,76,18420,2,0,0,360,468000,1,1,88.9957265,386
1,37,8280,2,2,11332.2,360,1278000,1,0,47.45696401,0.546755468
1,58,6960,2,1,0,360,298000,1,1,86.0738255,3085
1,59,9060,3,2,11638.2,360,458000,1,0,66.92139738,0.249057927
1,34,3840,1,0,3187.5,216,198000,1,0,89.14141414,0.099488164
1,63,8520,3,3,11813.64,360,568000,1,0,87.41197183,0.444444444
1,35,10740,2,5,5151,360,1168000,1,0,56.20719178,0.717283706
1,79,6600,2,0,5100,360,318000,1,0,27.20125786,0.016996601
1,55,2820,3,1,4249.32,360,118000,1,1,81.77966102,0.119990401
0,26,5580,2,0,1329.06,360,598000,0,1,79.68227425,0.554447853
0,70,8280,2,1,0,360,378000,1,1,94.31216931,984
1,58,3120,3,0,8499.66,288,158000,1,0,61.07594937,0.129109671
1,45,4380,3,2,3399.66,324,278000,1,0,85.07194245,0.578884223
0,56,1920,2,0,2811.12,360,88000,1,0,86.93181818,0.012332245
1,37,7980,2,0,2124.66,360,428000,1,0,71.61214953,0.411228407
1,75,3840,3,2,3694.44,360,198000,1,0,79.04040404,0.307479989
1,30,5280,1,0,2346,360,8072606,0,0,4389,0.16644937
1,27,7980,3,0,4080,360,1608000,1,0,38.33955224,0.24143964
1,48,5400,3,0,4265.64,360,528000,1,0,73.20075758,0.166626823
1,80,6720,2,0,0,360,488000,1,0,85.34836066,45
1,29,6000,3,0,1822.74,360,238000,1,1,90.96638655,0.000559284
0,59,3780,3,1,10624.32,360,288000,1,1,96.00694444,0.385427666
1,41,16140,1,0,4080,360,618000,1,1,59.30420712,0.165208698
1,40,3900,1,2,16394.46,360,588000,1,0,50.42517007,0.217245241
1,32,2700,1,1,2958,360,288000,1,1,92.53472222,0.718372975
1,34,2580,3,1,5093.88,360,408000,1,0,53.06372549,0.45025025
1,66,5400,1,0,13423.2,360,578000,1,0,61.67820069,0.00220348
1,46,5280,3,2,5100,360,858000,1,1,49.70862471,0.672465507
1,64,6240,3,0,7438.86,360,408000,0,0,80.0245098,0.139018371
1,56,6000,2,1,3060,360,168000,1,0,75.29761905,0.483172276
1,57,15600,1,0,10710,360,308000,1,0,76.78571429,0.004190077
1,74,3360,3,0,6630,360,308000,1,0,96.26623377,0.142439625
1,50,5940,1,2,4942.92,360,408000,1,1,82.4754902,0.232514958
1,84,3600,3,1,7140,360,228000,1,0,94.95614035,0.211255535
1,53,0,1,0,3294.6,360,13958246,1,0,5459,0.044568245
1,59,12240,1,5,18203.94,360,828000,1,0,74.45652174,0.699518153
1,35,7080,2,1,2719.32,360,508000,0,0,78.0511811,0.977502812
1,73,4980,1,0,0,360,498000,1,0,59.53815261,259
1,53,271314,3,1,8160,360,368000,1,0,86.00543478,0.271341082
1,53,3660,2,4,12750,240,228000,1,0,73.02631579,0.573074154
0,29,6240,2,0,4284,360,278000,1,0,74.28057554,0.195191621
1,34,6180,3,1,3177.3,360,358000,1,0,93.99441341,0.318035944
